,Unnamed: 0,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,year,month,day,hour,time_of_day
29,29,81,6.0,5.5,87.0,5.0,Cloudy,0.0,0.0,winter,2015,January,5,5,MidNight
30,30,444,7.0,6.5,81.0,5.0,Broken clouds,0.0,0.0,winter,2015,January,5,6,Morning
31,31,1597,7.0,6.0,81.0,6.5,Broken clouds,0.0,0.0,winter,2015,January,5,7,Morning
32,32,3161,8.0,7.5,79.0,5.0,Broken clouds,0.0,0.0,winter,2015,January,5,8,Morning
33,33,1342,8.0,7.0,82.0,6.0,Broken clouds,0.0,0.0,winter,2015,January,5,9,Morning
34,34,568,9.0,8.0,84.5,6.5,Broken clouds,0.0,0.0,winter,2015,January,5,10,Morning
35,35,584,9.0,7.5,90.5,10.0,Broken clouds,0.0,0.0,winter,2015,January,5,11,Morning
36,36,762,10.0,8.0,85.0,11.0,Broken clouds,0.0,0.0,winter,2015,January,5,12,Afternoon
37,37,873,10.0,8.5,82.0,10.0,Broken clouds,0.0,0.0,winter,2015,January,5,13,Afternoon
38,38,672,10.0,9.0,82.0,9.0,Broken clouds,0.0,0.0,winter,2015,January,5,14,Afternoon
39,39,807,10.0,8.5,79.0,10.0,Broken clouds,0.0,0.0,winter,2015,January,5,15,Afternoon
40,40,1192,10.0,8.5,73.5,13.0,Broken clouds,0.0,0.0,winter,2015,January,5,16,Afternoon
41,41,2761,9.5,7.5,73.5,12.0,Broken clouds,0.0,0.0,winter,2015,January,5,17,Afternoon
42,42,2389,9.5,7.5,69.0,14.0,Broken clouds,0.0,0.0,winter,2015,January,5,18,Evening
43,43,1274,9.0,6.5,71.0,14.0,Broken clouds,0.0,0.0,winter,2015,January,5,19,Evening
44,44,696,9.0,7.0,71.0,14.0,Broken clouds,0.0,0.0,winter,2015,January,5,20,Evening
45,45,411,9.0,7.0,71.0,11.0,Broken clouds,0.0,0.0,winter,2015,January,5,21,Evening
46,46,324,9.0,7.5,71.0,10.0,Cloudy,0.0,0.0,winter,2015,January,5,22,Evening
47,47,192,8.5,7.5,73.5,8.0,Cloudy,0.0,0.0,winter,2015,January,5,23,Evening
48,48,91,8.0,6.5,76.0,8.0,Cloudy,0.0,0.0,winter,2015,January,6,0,MidNight
49,49,73,8.0,6.5,76.0,8.0,Cloudy,0.0,0.0,winter,2015,January,6,1,MidNight
50,50,33,8.0,6.0,76.0,11.0,Cloudy,0.0,0.0,winter,2015,January,6,2,MidNight
51,51,19,8.0,5.5,76.0,14.0,Cloudy,0.0,0.0,winter,2015,January,6,3,MidNight
52,52,40,8.5,6.5,73.5,11.0,Cloudy,0.0,0.0,winter,2015,January,6,4,MidNight
53,53,74,8.0,5.5,82.0,14.0,Cloudy,0.0,0.0,winter,2015,January,6,5,MidNight
54,54,530,8.0,5.0,84.5,15.0,Broken clouds,0.0,0.0,winter,2015,January,6,6,Morning
55,55,1715,9.0,7.0,82.0,13.0,Broken clouds,0.0,0.0,winter,2015,January,6,7,Morning
56,56,3534,9.0,7.0,82.0,12.0,Rain,0.0,0.0,winter,2015,January,6,8,Morning
57,57,1573,9.0,6.5,87.0,16.0,Rain,0.0,0.0,winter,2015,January,6,9,Morning
58,58,635,10.0,7.5,88.0,19.5,Broken clouds,0.0,0.0,winter,2015,January,6,10,Morning
59,59,550,10.0,8.0,88.0,18.0,Broken clouds,0.0,0.0,winter,2015,January,6,11,Morning
60,60,395,11.0,11.0,85.0,19.0,Rain,0.0,0.0,winter,2015,January,6,12,Afternoon
61,61,426,9.5,6.0,84.5,27.5,Broken clouds,0.0,0.0,winter,2015,January,6,13,Afternoon
62,62,579,9.0,6.0,71.0,26.0,Broken clouds,0.0,0.0,winter,2015,January,6,14,Afternoon
63,63,718,8.0,4.5,71.0,23.0,scattered clouds,0.0,0.0,winter,2015,January,6,15,Afternoon
64,64,1184,8.0,5.0,68.5,19.5,scattered clouds,0.0,0.0,winter,2015,January,6,16,Afternoon
65,65,2662,7.5,4.0,71.0,22.0,Clear,0.0,0.0,winter,2015,January,6,17,Afternoon
66,66,2610,7.0,4.0,71.0,17.5,Clear,0.0,0.0,winter,2015,January,6,18,Evening
67,67,1402,6.0,3.0,76.0,15.0,Clear,0.0,0.0,winter,2015,January,6,19,Evening
68,68,720,5.5,2.5,78.5,15.0,Clear,0.0,0.0,winter,2015,January,6,20,Evening
69,69,494,5.0,2.0,81.0,15.0,Clear,0.0,0.0,winter,2015,January,6,21,Evening
70,70,344,4.5,1.5,81.0,13.0,Clear,0.0,0.0,winter,2015,January,6,22,Evening
71,71,212,4.0,1.0,84.0,12.0,Clear,0.0,0.0,winter,2015,January,6,23,Evening
72,72,102,4.0,1.0,81.0,12.0,Clear,0.0,0.0,winter,2015,January,7,0,MidNight
73,73,60,4.0,1.0,81.0,11.0,Clear,0.0,0.0,winter,2015,January,7,1,MidNight
74,74,33,4.0,1.5,81.0,10.0,Clear,0.0,0.0,winter,2015,January,7,2,MidNight
75,75,26,3.5,1.0,84.0,9.0,scattered clouds,0.0,0.0,winter,2015,January,7,3,MidNight
76,76,33,4.0,1.5,81.0,10.0,scattered clouds,0.0,0.0,winter,2015,January,7,4,MidNight
77,77,80,4.0,2.0,87.0,9.0,Clear,0.0,0.0,winter,2015,January,7,5,MidNight
78,78,526,5.0,2.5,81.0,10.0,Clear,0.0,0.0,winter,2015,January,7,6,Morning
79,79,1757,5.5,2.5,81.0,13.0,Clear,0.0,0.0,winter,2015,January,7,7,Morning
80,80,3618,6.5,3.5,81.0,15.0,scattered clouds,0.0,0.0,winter,2015,January,7,8,Morning
81,81,1714,8.0,5.0,76.0,19.0,Broken clouds,0.0,0.0,winter,2015,January,7,9,Morning
82,82,763,8.0,5.0,82.0,19.5,scattered clouds,0.0,0.0,winter,2015,January,7,10,Morning
83,83,690,9.0,6.0,76.0,21.0,scattered clouds,0.0,0.0,winter,2015,January,7,11,Morning
84,84,913,9.0,5.5,76.0,27.0,scattered clouds,0.0,0.0,winter,2015,January,7,12,Afternoon
85,85,982,9.5,6.0,71.5,28.0,scattered clouds,0.0,0.0,winter,2015,January,7,13,Afternoon
86,86,783,10.0,6.5,62.0,28.5,scattered clouds,0.0,0.0,winter,2015,January,7,14,Afternoon
87,87,794,9.0,6.0,68.5,25.0,scattered clouds,0.0,0.0,winter,2015,January,7,15,Afternoon
88,88,1171,9.0,6.0,76.0,25.0,Broken clouds,0.0,0.0,winter,2015,January,7,16,Afternoon
89,89,2647,9.5,6.5,71.5,24.0,Broken clouds,0.0,0.0,winter,2015,January,7,17,Afternoon
90,90,2579,10.0,7.0,71.0,30.0,Broken clouds,0.0,0.0,winter,2015,January,7,18,Evening
91,91,657,10.0,6.5,79.0,30.5,Broken clouds,0.0,0.0,winter,2015,January,7,20,Evening
92,92,516,10.0,7.0,82.0,27.0,Rain,0.0,0.0,winter,2015,January,7,21,Evening
93,93,414,10.0,7.0,82.0,27.0,Rain,0.0,0.0,winter,2015,January,7,22,Evening
94,94,206,10.0,7.0,85.0,24.0,Rain,0.0,0.0,winter,2015,January,7,23,Evening
95,95,123,11.0,11.0,82.0,26.0,Cloudy,0.0,0.0,winter,2015,January,8,0,MidNight
96,96,56,11.5,11.5,85.0,24.0,Broken clouds,0.0,0.0,winter,2015,January,8,1,MidNight
97,97,51,12.0,12.0,82.0,25.0,Broken clouds,0.0,0.0,winter,2015,January,8,2,MidNight
98,98,33,12.0,12.0,85.0,22.0,Broken clouds,0.0,0.0,winter,2015,January,8,3,MidNight
99,99,32,12.0,12.0,88.0,20.5,Rain,0.0,0.0,winter,2015,January,8,4,MidNight
100,100,87,12.0,12.0,80.0,20.5,Rain,0.0,0.0,winter,2015,January,8,5,MidNight
101,101,511,11.5,11.5,74.5,17.0,Broken clouds,0.0,0.0,winter,2015,January,8,6,Morning
102,102,982,10.5,9.5,82.5,17.0,Rain,0.0,0.0,winter,2015,January,8,7,Morning
103,103,1228,9.5,7.5,87.5,14.0,Rain,0.0,0.0,winter,2015,January,8,8,Morning
104,104,573,9.0,7.0,87.0,13.0,Rain,0.0,0.0,winter,2015,January,8,9,Morning
105,105,185,9.0,7.0,87.0,14.0,Rain,0.0,0.0,winter,2015,January,8,10,Morning
106,106,193,9.0,6.0,82.0,20.5,Rain,0.0,0.0,winter,2015,January,8,11,Morning
107,107,522,9.0,6.5,84.5,17.0,scattered clouds,0.0,0.0,winter,2015,January,8,12,Afternoon
108,108,672,9.0,5.5,79.0,27.0,scattered clouds,0.0,0.0,winter,2015,January,8,13,Afternoon
109,109,761,10.0,7.0,71.0,22.0,scattered clouds,0.0,0.0,winter,2015,January,8,14,Afternoon
110,110,781,9.0,6.0,71.0,22.0,scattered clouds,0.0,0.0,winter,2015,January,8,15,Afternoon
111,111,1212,9.0,6.0,71.0,19.5,scattered clouds,0.0,0.0,winter,2015,January,8,16,Afternoon
112,112,2351,9.0,6.0,76.0,22.0,scattered clouds,0.0,0.0,winter,2015,January,8,17,Afternoon
113,113,2110,8.5,5.5,73.5,22.5,Clear,0.0,0.0,winter,2015,January,8,18,Evening
114,114,1239,8.0,5.0,73.5,20.5,Clear,0.0,0.0,winter,2015,January,8,19,Evening
115,115,752,8.0,5.0,76.0,17.0,Clear,0.0,0.0,winter,2015,January,8,20,Evening
116,116,457,8.0,4.5,76.0,20.5,Clear,0.0,0.0,winter,2015,January,8,21,Evening
117,117,423,8.5,5.5,73.5,21.0,Clear,0.0,0.0,winter,2015,January,8,22,Evening
118,118,267,9.0,5.5,76.0,27.0,scattered clouds,0.0,0.0,winter,2015,January,8,23,Evening
119,119,147,10.0,7.0,71.0,28.0,scattered clouds,0.0,0.0,winter,2015,January,9,0,MidNight
120,120,60,10.0,7.0,73.5,30.0,Rain,0.0,0.0,winter,2015,January,9,1,MidNight
121,121,65,10.0,6.5,79.0,29.5,Rain,0.0,0.0,winter,2015,January,9,2,MidNight
122,122,42,11.0,11.0,79.5,29.0,Broken clouds,0.0,0.0,winter,2015,January,9,3,MidNight
123,123,47,11.0,11.0,85.0,33.0,Broken clouds,0.0,0.0,winter,2015,January,9,4,MidNight
124,124,85,11.5,11.5,85.0,33.0,Broken clouds,0.0,0.0,winter,2015,January,9,5,MidNight
125,125,441,12.0,12.0,82.0,32.5,Broken clouds,0.0,0.0,winter,2015,January,9,6,Morning
126,126,1593,12.0,12.0,82.0,31.5,Broken clouds,0.0,0.0,winter,2015,January,9,7,Morning
127,127,3505,12.0,12.0,79.5,25.0,scattered clouds,0.0,0.0,winter,2015,January,9,8,Morning
128,128,1768,12.0,12.0,74.5,30.0,scattered clouds,0.0,0.0,winter,2015,January,9,9,Morning
129,129,799,12.5,12.5,69.5,29.5,Clear,0.0,0.0,winter,2015,January,9,10,Morning
130,130,806,13.0,13.0,67.0,28.0,Clear,0.0,0.0,winter,2015,January,9,11,Morning
131,131,1052,13.0,13.0,67.0,26.0,Clear,0.0,0.0,winter,2015,January,9,12,Afternoon
132,132,1078,13.0,13.0,63.0,30.0,Clear,0.0,0.0,winter,2015,January,9,13,Afternoon
133,133,976,13.0,13.0,63.0,26.0,scattered clouds,0.0,0.0,winter,2015,January,9,14,Afternoon
134,134,912,13.5,13.5,67.5,33.5,Rain,0.0,0.0,winter,2015,January,9,15,Afternoon
135,135,1229,13.0,13.0,79.5,37.0,Rain,0.0,0.0,winter,2015,January,9,16,Afternoon
136,136,2409,13.5,13.5,85.0,35.0,Rain,0.0,0.0,winter,2015,January,9,17,Afternoon
137,137,1983,15.0,15.0,82.0,36.0,Rain,0.0,0.0,winter,2015,January,9,18,Evening
138,138,1094,15.5,15.5,77.0,41.0,Rain,0.0,0.0,winter,2015,January,9,19,Evening
139,139,686,15.0,15.0,72.0,44.0,Broken clouds,0.0,0.0,winter,2015,January,9,20,Evening
140,140,443,15.0,15.0,68.0,41.0,Broken clouds,0.0,0.0,winter,2015,January,9,21,Evening
141,141,464,15.0,15.0,68.0,40.0,Broken clouds,0.0,0.0,winter,2015,January,9,22,Evening
142,142,420,14.0,14.0,77.0,41.5,Cloudy,0.0,0.0,winter,2015,January,9,23,Evening
143,143,392,14.0,14.0,77.0,39.0,Cloudy,0.0,1.0,winter,2015,January,10,0,MidNight
144,144,277,14.0,14.0,77.0,40.0,Cloudy,0.0,1.0,winter,2015,January,10,1,MidNight
145,145,189,14.0,14.0,72.0,40.5,Broken clouds,0.0,1.0,winter,2015,January,10,2,MidNight
146,146,153,13.0,13.0,77.0,41.0,Broken clouds,0.0,1.0,winter,2015,January,10,3,MidNight
147,147,90,13.0,13.0,77.0,36.0,Broken clouds,0.0,1.0,winter,2015,January,10,4,MidNight
148,148,52,13.0,13.0,77.0,35.0,Broken clouds,0.0,1.0,winter,2015,January,10,5,MidNight
149,149,69,13.0,13.0,82.0,35.0,Rain,0.0,1.0,winter,2015,January,10,6,Morning
150,150,143,13.0,13.0,79.5,35.0,Broken clouds,0.0,1.0,winter,2015,January,10,7,Morning
151,151,321,14.0,14.0,74.5,40.0,Broken clouds,0.0,1.0,winter,2015,January,10,8,Morning
152,152,619,14.0,14.0,77.0,48.0,Broken clouds,0.0,1.0,winter,2015,January,10,9,Morning
153,153,757,14.0,14.0,74.5,41.0,Rain,0.0,1.0,winter,2015,January,10,10,Morning
154,154,800,11.5,11.5,67.5,42.5,Broken clouds,0.0,1.0,winter,2015,January,10,11,Morning
155,155,1191,11.5,11.5,58.0,41.5,scattered clouds,0.0,1.0,winter,2015,January,10,12,Afternoon
156,156,1395,10.5,8.5,54.0,38.0,Broken clouds,0.0,1.0,winter,2015,January,10,13,Afternoon
157,157,1358,9.0,4.5,54.0,42.5,Broken clouds,0.0,1.0,winter,2015,January,10,14,Afternoon
158,158,1436,9.0,5.0,48.0,35.0,scattered clouds,0.0,1.0,winter,2015,January,10,15,Afternoon
159,159,1270,8.0,4.0,51.5,27.0,Clear,0.0,1.0,winter,2015,January,10,16,Afternoon
160,160,1054,8.0,4.0,51.5,29.0,scattered clouds,0.0,1.0,winter,2015,January,10,17,Afternoon
161,161,849,7.0,3.0,55.0,26.0,Clear,0.0,1.0,winter,2015,January,10,18,Evening
162,162,720,6.0,2.0,57.0,26.0,Clear,0.0,1.0,winter,2015,January,10,19,Evening
163,163,556,6.0,2.0,57.0,25.0,Clear,0.0,1.0,winter,2015,January,10,20,Evening
164,164,349,6.0,2.0,57.0,21.0,Clear,0.0,1.0,winter,2015,January,10,21,Evening
165,165,335,5.0,1.0,66.0,20.0,Clear,0.0,1.0,winter,2015,January,10,22,Evening
166,166,334,5.0,1.0,66.0,19.5,Clear,0.0,1.0,winter,2015,January,10,23,Evening
167,167,360,4.5,0.5,72.5,22.0,Clear,0.0,1.0,winter,2015,January,11,0,MidNight
168,168,255,4.0,-0.5,75.0,22.0,Clear,0.0,1.0,winter,2015,January,11,1,MidNight
169,169,198,4.0,-0.5,75.0,23.0,Clear,0.0,1.0,winter,2015,January,11,2,MidNight
170,170,135,4.0,-1.0,75.0,27.0,scattered clouds,0.0,1.0,winter,2015,January,11,3,MidNight
171,171,74,4.0,-1.0,72.5,28.0,Clear,0.0,1.0,winter,2015,January,11,4,MidNight
172,172,57,4.0,-1.0,70.0,27.0,Clear,0.0,1.0,winter,2015,January,11,5,MidNight
173,173,67,4.5,0.0,68.0,24.0,Clear,0.0,1.0,winter,2015,January,11,6,Morning
174,174,93,5.0,1.0,66.0,24.0,Clear,0.0,1.0,winter,2015,January,11,7,Morning
175,175,241,5.0,0.0,66.0,29.5,Clear,0.0,1.0,winter,2015,January,11,8,Morning
176,176,538,5.5,0.5,63.5,29.0,Clear,0.0,1.0,winter,2015,January,11,9,Morning
177,177,922,6.5,2.0,61.0,30.0,Clear,0.0,1.0,winter,2015,January,11,10,Morning
178,178,1248,7.5,3.5,59.0,27.0,Clear,0.0,1.0,winter,2015,January,11,11,Morning
179,179,1555,8.5,4.5,55.5,27.0,Clear,0.0,1.0,winter,2015,January,11,12,Afternoon
180,180,1813,9.0,5.0,56.0,28.0,scattered clouds,0.0,1.0,winter,2015,January,11,13,Afternoon
181,181,1639,9.0,5.0,60.0,28.0,scattered clouds,0.0,1.0,winter,2015,January,11,14,Afternoon
182,182,1464,8.5,5.0,64.0,26.0,Broken clouds,0.0,1.0,winter,2015,January,11,15,Afternoon
183,183,1097,8.0,4.5,66.0,23.0,Broken clouds,0.0,1.0,winter,2015,January,11,16,Afternoon
184,184,827,8.0,5.0,71.0,20.5,Rain,0.0,1.0,winter,2015,January,11,17,Afternoon
185,185,519,8.0,4.0,73.5,25.0,Rain,0.0,1.0,winter,2015,January,11,18,Evening
186,186,493,8.0,4.0,73.5,24.0,Broken clouds,0.0,1.0,winter,2015,January,11,19,Evening
187,187,315,8.0,4.5,71.0,26.0,Rain,0.0,1.0,winter,2015,January,11,20,Evening
188,188,260,8.0,4.0,71.0,30.0,Rain,0.0,1.0,winter,2015,January,11,21,Evening
189,189,237,9.0,5.0,66.0,37.0,Rain,0.0,1.0,winter,2015,January,11,22,Evening
190,190,168,9.0,5.0,71.0,30.5,Broken clouds,0.0,1.0,winter,2015,January,11,23,Evening
191,191,117,9.0,5.0,68.5,29.0,scattered clouds,0.0,0.0,winter,2015,January,12,0,MidNight
192,192,45,10.0,6.0,60.0,34.0,Cloudy,0.0,0.0,winter,2015,January,12,1,MidNight
193,193,29,10.0,7.0,64.5,30.0,Cloudy,0.0,0.0,winter,2015,January,12,2,MidNight
194,194,36,10.0,6.5,67.0,30.5,Broken clouds,0.0,0.0,winter,2015,January,12,3,MidNight
195,195,26,10.0,6.5,67.0,33.5,Broken clouds,0.0,0.0,winter,2015,January,12,4,MidNight
196,196,86,10.0,6.0,67.0,35.0,Broken clouds,0.0,0.0,winter,2015,January,12,5,MidNight
197,197,433,10.0,6.0,73.5,31.0,Rain,0.0,0.0,winter,2015,January,12,6,Morning
198,198,1541,10.0,7.0,76.0,30.0,Rain,0.0,0.0,winter,2015,January,12,7,Morning
199,199,3418,10.0,6.0,76.0,31.0,Broken clouds,0.0,0.0,winter,2015,January,12,8,Morning
200,200,1832,11.5,11.5,67.0,32.5,Broken clouds,0.0,0.0,winter,2015,January,12,9,Morning
201,201,723,12.0,12.0,67.0,33.0,Broken clouds,0.0,0.0,winter,2015,January,12,10,Morning
202,202,654,12.0,12.0,74.5,39.0,Broken clouds,0.0,0.0,winter,2015,January,12,11,Morning
203,203,700,12.0,12.0,79.5,29.5,Broken clouds,0.0,0.0,winter,2015,January,12,12,Afternoon
204,204,631,12.0,12.0,79.5,29.5,Broken clouds,0.0,0.0,winter,2015,January,12,13,Afternoon
205,205,520,12.5,12.5,77.0,33.0,Rain,0.0,0.0,winter,2015,January,12,14,Afternoon
206,206,374,12.0,12.0,82.0,25.0,Rain,0.0,0.0,winter,2015,January,12,15,Afternoon
207,207,669,12.0,12.0,82.0,22.5,Rain,0.0,0.0,winter,2015,January,12,16,Afternoon
208,208,1510,11.5,11.5,88.0,22.0,Rain,0.0,0.0,winter,2015,January,12,17,Afternoon
209,209,1186,11.0,11.0,94.0,22.0,Rain,0.0,0.0,winter,2015,January,12,18,Evening
210,210,1136,11.5,11.5,85.0,22.0,Rain,0.0,0.0,winter,2015,January,12,19,Evening
211,211,753,12.0,12.0,82.0,20.0,Cloudy,0.0,0.0,winter,2015,January,12,20,Evening
212,212,510,12.0,12.0,85.0,18.5,Rain,0.0,0.0,winter,2015,January,12,21,Evening
213,213,184,12.0,12.0,88.0,21.0,Rain,0.0,0.0,winter,2015,January,12,22,Evening
214,214,86,12.0,12.0,88.0,23.0,Rain,0.0,0.0,winter,2015,January,12,23,Evening
215,215,64,12.0,12.0,88.0,25.0,Rain,0.0,0.0,winter,2015,January,13,0,MidNight
216,216,29,12.0,12.0,88.0,30.0,Rain,0.0,0.0,winter,2015,January,13,1,MidNight
217,217,21,11.5,11.5,88.0,24.5,Rain,0.0,0.0,winter,2015,January,13,2,MidNight
218,218,13,11.0,11.0,85.0,19.0,Rain,0.0,0.0,winter,2015,January,13,3,MidNight
219,219,33,11.0,11.0,82.0,21.0,Rain,0.0,0.0,winter,2015,January,13,4,MidNight
220,220,113,10.5,9.0,79.5,21.0,Rain,0.0,0.0,winter,2015,January,13,5,MidNight
221,221,600,10.0,7.5,82.0,20.5,scattered clouds,0.0,0.0,winter,2015,January,13,6,Morning
222,222,1584,9.5,6.5,79.0,21.0,Rain,0.0,0.0,winter,2015,January,13,7,Morning
223,223,3960,9.0,6.5,71.0,16.0,scattered clouds,0.0,0.0,winter,2015,January,13,8,Morning
224,224,2090,9.0,6.0,71.0,18.0,scattered clouds,0.0,0.0,winter,2015,January,13,9,Morning
225,225,960,9.0,6.5,71.0,17.5,Clear,0.0,0.0,winter,2015,January,13,10,Morning
226,226,866,9.0,6.0,68.5,18.0,scattered clouds,0.0,0.0,winter,2015,January,13,11,Morning
227,227,1019,9.5,6.5,64.0,20.5,Rain,0.0,0.0,winter,2015,January,13,12,Afternoon
228,228,719,9.0,5.5,73.5,27.5,Rain,0.0,0.0,winter,2015,January,13,13,Afternoon
229,229,811,8.5,4.5,71.0,29.0,Rain,0.0,0.0,winter,2015,January,13,14,Afternoon
230,230,883,8.0,4.5,73.5,21.5,scattered clouds,0.0,0.0,winter,2015,January,13,15,Afternoon
231,231,1391,7.5,4.0,68.5,23.0,scattered clouds,0.0,0.0,winter,2015,January,13,16,Afternoon
232,232,2886,7.0,3.0,71.0,22.0,scattered clouds,0.0,0.0,winter,2015,January,13,17,Afternoon
233,233,2659,7.0,4.5,71.0,14.0,Rain,0.0,0.0,winter,2015,January,13,18,Evening
234,234,1548,6.0,2.5,76.0,19.5,Rain,0.0,0.0,winter,2015,January,13,19,Evening
235,235,947,5.5,1.5,76.0,21.0,scattered clouds,0.0,0.0,winter,2015,January,13,20,Evening
236,236,660,5.0,1.0,76.0,23.0,scattered clouds,0.0,0.0,winter,2015,January,13,21,Evening
237,237,501,5.0,2.0,76.0,17.0,Clear,0.0,0.0,winter,2015,January,13,22,Evening
238,238,340,5.0,1.0,70.0,19.5,Clear,0.0,0.0,winter,2015,January,13,23,Evening
239,239,168,5.0,0.5,66.0,26.0,Clear,0.0,0.0,winter,2015,January,14,0,MidNight
240,240,79,5.0,0.0,66.0,30.0,Clear,0.0,0.0,winter,2015,January,14,1,MidNight
241,241,60,5.0,0.5,66.0,24.0,Clear,0.0,0.0,winter,2015,January,14,2,MidNight
242,242,54,4.5,0.5,72.5,21.0,Clear,0.0,0.0,winter,2015,January,14,3,MidNight
243,243,44,4.5,1.5,72.5,14.0,Clear,0.0,0.0,winter,2015,January,14,4,MidNight
244,244,93,5.0,1.5,70.0,17.5,Clear,0.0,0.0,winter,2015,January,14,5,MidNight
245,245,560,5.0,1.0,70.0,23.0,Broken clouds,0.0,0.0,winter,2015,January,14,6,Morning
246,246,1820,4.5,-1.0,68.0,30.5,scattered clouds,0.0,0.0,winter,2015,January,14,7,Morning
247,247,3904,4.0,-1.0,70.0,26.0,scattered clouds,0.0,0.0,winter,2015,January,14,8,Morning
248,248,2064,4.5,-0.5,68.0,29.0,scattered clouds,0.0,0.0,winter,2015,January,14,9,Morning
249,249,841,5.0,0.0,70.0,30.5,scattered clouds,0.0,0.0,winter,2015,January,14,10,Morning
250,250,732,5.5,1.0,65.5,27.0,scattered clouds,0.0,0.0,winter,2015,January,14,11,Morning
251,251,1013,6.5,2.5,59.0,27.0,scattered clouds,0.0,0.0,winter,2015,January,14,12,Afternoon
252,252,1066,7.0,3.0,57.0,24.0,scattered clouds,0.0,0.0,winter,2015,January,14,13,Afternoon
253,253,913,7.0,3.5,55.0,22.0,scattered clouds,0.0,0.0,winter,2015,January,14,14,Afternoon
254,254,969,7.0,4.0,55.0,18.0,Clear,0.0,0.0,winter,2015,January,14,15,Afternoon
255,255,1365,7.0,4.5,59.0,16.0,Clear,0.0,0.0,winter,2015,January,14,16,Afternoon
256,256,2638,7.5,4.5,64.0,16.0,scattered clouds,0.0,0.0,winter,2015,January,14,17,Afternoon
257,257,1974,8.0,4.5,71.0,21.5,scattered clouds,0.0,0.0,winter,2015,January,14,18,Evening
258,258,1254,9.0,5.5,71.0,27.0,Broken clouds,0.0,0.0,winter,2015,January,14,19,Evening
259,259,885,10.0,6.0,69.0,31.0,Broken clouds,0.0,0.0,winter,2015,January,14,20,Evening
260,260,537,10.0,6.0,71.0,38.0,Rain,0.0,0.0,winter,2015,January,14,21,Evening
261,261,344,9.5,5.5,76.5,39.0,Rain,0.0,0.0,winter,2015,January,14,22,Evening
262,262,188,10.0,6.0,79.0,40.0,snowfall,0.0,0.0,winter,2015,January,14,23,Evening
